CLASE ACCIDENTE,FECHA,AÑO,HORA,JORNADA,DIA_SEMANA,BARRIOS-CORREGIMIENTO- VIA,DIRECCION,ZONA,AUTORIDAD,LAT,LONG,HIPOTESIS,CODIGO,CONDICION DE LA VICTIMA,GRAVEDAD,EDAD,GENERO,LESIONADOS Y MUERTOS,CLINICA,CLASE VEHICULO,MARCA,MATRICULA,TIPO DE SERVICIO,EMPRESA
DAÑOS,01/12/2022 12:00:00 AM,"2,022",1899-12-31T13:00:00.000,TARDE,MIERCOLES,CENTRO,CALLE 31 CARRERA 24-25,URBANA,TECNICO,3.5276,-76.29589,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,43,MASCULINO,NO APLICA,NO APLICA,CAMPERO,CHEVROLET,CARTAGO,PARTICULAR,NO APLICA
DAÑOS,01/12/2022 12:00:00 AM,"2,022",1899-12-31T13:00:00.000,TARDE,MIERCOLES,CENTRO,CALLE 31 CARRERA 24-25,URBANA,TECNICO,3.5276,-76.29589,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA
DAÑOS,01/13/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,JUEVES,SANTA RITA,CALLE 33 CARRERA 26,URBANA,TECNICO,3.53007,-76.29675,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,52,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,NISSAN,BARRANQUILLA,PARTICULAR,NO APLICA
DAÑOS,01/13/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,JUEVES,SANTA RITA,CALLE 33 CARRERA 26,URBANA,TECNICO,3.53007,-76.29675,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,47,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,BOGOTA,PARTICULAR,NO APLICA
DAÑOS,01/13/2022 12:00:00 AM,"2,022",1899-12-31T11:30:00.000,MAÑANA,JUEVES,RINCON DEL BOSQUE,CALLE 31 CARRERA 9,URBANA,TECNICO,3.52592,-76.28334,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,30,MASCULINO,NO APLICA,NO APLICA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA
DAÑOS,01/13/2022 12:00:00 AM,"2,022",1899-12-31T11:30:00.000,MAÑANA,JUEVES,RINCON DEL BOSQUE,CALLE 31 CARRERA 9,URBANA,TECNICO,3.52592,-76.28334,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,40,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,01/13/2022 12:00:00 AM,"2,022",1899-12-31T15:45:00.000,TARDE,JUEVES,SANTA BARBARA,CARRERA 35 CALLE 31-42,URBANA,TECNICO,3.52903,-76.30572,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,55,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,01/13/2022 12:00:00 AM,"2,022",1899-12-31T15:45:00.000,TARDE,JUEVES,SANTA BARBARA,CARRERA 35 CALLE 31-42,URBANA,TECNICO,3.52903,-76.30572,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,53,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PUBLICO,COOTRANSPAL
DAÑOS,01/13/2022 12:00:00 AM,"2,022",1899-12-31T15:45:00.000,TARDE,JUEVES,SANTA BARBARA,CARRERA 35 CALLE 31-42,URBANA,TECNICO,3.52903,-76.30572,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,34,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,BOGOTA,PARTICULAR,NO APLICA
HERIDOS,01/14/2022 12:00:00 AM,"2,022",1899-12-31T20:45:00.000,NOCHE,VIERNES,MUNICIPAL,CARRERA 1 CALLE 30,URBANA,TECNICO,3.52506,-76.27812,NO RESPETAR PRELACION,132,CICLISTA,CHOQUE,18,MASCULINO,LESIONADO,PALMIRA,BICICLETA,NO APLICA,NO APLICA,PARTICULAR,NO APLICA
HERIDOS,01/14/2022 12:00:00 AM,"2,022",1899-12-31T20:45:00.000,NOCHE,VIERNES,MUNICIPAL,CARRERA 1 CALLE 30,URBANA,TECNICO,3.52506,-76.27812,NO RESPETAR PRELACION,132,NO APLICA,CHOQUE,37,FEMENINA,NO APLICA,NO APLICA,CAMIONETA,KIA,GUACARI,PARTICULAR,NO APLICA
HERIDOS,01/15/2022 12:00:00 AM,"2,022",1899-12-31T09:50:00.000,MAÑANA,SABADO,ALTAMIRA,CALLE 47 CARRERA 26,URBANA,TECNICO,3.54215,-76.29503,GIRAR REPENTINAMENTE,122,MOTOCICLISTA,CHOQUE,22,MASCULINO,LESIONADO,PALMIRA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
HERIDOS,01/15/2022 12:00:00 AM,"2,022",1899-12-31T09:50:00.000,MAÑANA,SABADO,ALTAMIRA,CALLE 47 CARRERA 26,URBANA,TECNICO,3.54215,-76.29503,GIRAR REPENTINAMENTE,122,NO APLICA,CHOQUE,66,FEMENINA,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CALI,PARTICULAR,NO APLICA
DAÑOS,01/15/2022 12:00:00 AM,"2,022",1899-12-31T13:20:00.000,TARDE,SABADO,BENEDICTA,CALE 47 CARRERA 34,URBANA,TECNICO,3.54244,-76.30188,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,19,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,01/15/2022 12:00:00 AM,"2,022",1899-12-31T13:20:00.000,TARDE,SABADO,BENEDICTA,CALE 47 CARRERA 34,URBANA,TECNICO,3.54244,-76.30188,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,27,MASCULINO,NO APLICA,NO APLICA,MOTO,BAJAJ,FLORIDA,PARTICULAR,NO APLICA
DAÑOS,01/15/2022 12:00:00 AM,"2,022",1899-12-31T13:50:00.000,TARDE,SABADO,DELICIAS,CALLE 27 CARRERA 23,URBANA,TECNICO,3.52384,-76.29507,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,NO APLICA,MOTO,BAJAJ,YUMBO,PARTICULAR,NO APLICA
DAÑOS,01/15/2022 12:00:00 AM,"2,022",1899-12-31T13:50:00.000,TARDE,SABADO,DELICIAS,CALLE 27 CARRERA 23,URBANA,TECNICO,3.52384,-76.29507,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,34,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CANDELARIA,PUBLICO,NO APLICA
HERIDOS,01/17/2022 12:00:00 AM,"2,022",1899-12-31T06:10:00.000,MAÑANA,LUNES,BARRIO NUEVO,CARRERA 32 CALLE 23,URBANA,TECNICO,3.52152,-76.30336,ADELANTAR POR LA DERECHA,102,NO APLICA,CHOQUE,50,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA
HERIDOS,01/17/2022 12:00:00 AM,"2,022",1899-12-31T06:10:00.000,MAÑANA,LUNES,BARRIO NUEVO,CARRERA 32 CALLE 23,URBANA,TECNICO,3.52152,-76.30336,ADELANTAR POR LA DERECHA,102,PEATON,CHOQUE,24,MASCULINO,LESIONADO,PALMIRA,MOTO,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,01/17/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,LUNES,CENTRO,CALLE 27 CARRERA 33,URBANA,TECNICO,3.52506,-76.30353,DESOBEDESER SEÑAL,112,CONDUCTOR,CHOQUE,37,MASCULINO,LESIONADO,PALMIRA,CAMIONETA,DFSK,BELLO,PARTICULAR,NO APLICA
HERIDOS,01/17/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,LUNES,CENTRO,CALLE 27 CARRERA 33,URBANA,TECNICO,3.52506,-76.30353,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,37,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,BOGOTA,PARTICULAR,NO APLICA
HERIDOS,01/17/2022 12:00:00 AM,"2,022",1899-12-31T07:00:00.000,MAÑANA,LUNES,CENTRO,CALLE 27 CARRERA 33,URBANA,TECNICO,3.52506,-76.30353,DESOBEDESER SEÑAL,112,ACOMPAÑANTE CONDUCTOR,CHOQUE,25,MASCULINO,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,01/17/2022 12:00:00 AM,"2,022",1899-12-31T14:10:00.000,TARDE,LUNES,ITALIA,TRASVERSAL 8 DIAGONAL 28,URBANA,TECNICO,3.50816,-76.30036,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,44,FEMENINA,LESIONADO,PALMIRA,MOTO,HERO,LA UNION,PARTICULAR,NO APLICA
HERIDOS,01/17/2022 12:00:00 AM,"2,022",1899-12-31T14:10:00.000,TARDE,LUNES,ITALIA,TRASVERSAL 8 DIAGONAL 28,URBANA,TECNICO,3.50814,-76.30034,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,26,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,CALI,PARTICULAR,NO APLICA
HERIDOS,01/17/2022 12:00:00 AM,"2,022",1899-12-31T14:50:00.000,TARDE,LUNES,BARRIO NUEVO,CARRERA 31 CALLE 18,URBANA,TECNICO,3.50814,-76.30034,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,33,MASCULINO,NO APLICA,NO APLICA,MOTO,JIANLING,GUACARI,PARTICULAR,NO APLICA
HERIDOS,01/17/2022 12:00:00 AM,"2,022",1899-12-31T14:50:00.000,TARDE,LUNES,BARRIO NUEVO,CARRERA 31 CALLE 18,URBANA,TECNICO,3.52685,-76.29039,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,44,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,CHEVROLET,CALI,PARTICULAR,NO APLICA
HERIDOS,01/17/2022 12:00:00 AM,"2,022",1899-12-31T14:50:00.000,TARDE,LUNES,BARRIO NUEVO,CARRERA 31 CALLE 18,URBANA,TECNICO,3.52685,-76.29039,DESOBEDESER SEÑAL,112,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,34,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,01/17/2022 12:00:00 AM,"2,022",1899-12-31T15:00:00.000,TARDE,LUNES,VERSALLES,CALLE 44 CARRERA 27,URBANA,TECNICO,3.53907,-76.29598,GIRAR REPENTINAMENTE,122,NO APLICA,CHOQUE,53,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,HYUNDAI,PALMIRA,PUBLICO,FLOTA PALMIRA
HERIDOS,01/17/2022 12:00:00 AM,"2,022",1899-12-31T15:00:00.000,TARDE,LUNES,VERSALLES,CALLE 44 CARRERA 27,URBANA,TECNICO,3.53907,-76.29598,GIRAR REPENTINAMENTE,122,MOTOCICLISTA,CHOQUE,24,MASCULINO,LESIONADO,PALMIRA,MOTO,YAMAHA,PRADERA,PARTICULAR,NO APLICA
DAÑOS,01/17/2022 12:00:00 AM,"2,022",NOCHE,TARDE,LUNES,PRADO,CALLE 42 CARRERA 40,URBANA,TECNICO,3.53893,-76.31066,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,51,MASCULINO,NO APLICA,NO APLICA,TRACTO CAMION,CHEVROLET,CUNDINAMARCA,PUBLICO,NO APLICA
DAÑOS,01/17/2022 12:00:00 AM,"2,022",NOCHE,TARDE,LUNES,PRADO,CALLE 42 CARRERA 40,URBANA,TECNICO,3.53893,-76.31066,NO ESTAR PENDIENTE DE LA VIA,157,NO APLICA,CHOQUE,34,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,01/18/2022 12:00:00 AM,"2,022",1899-12-31T14:00:00.000,TARDE,MARTES,URIBE,CALLE 32 CARRERA 23,URBANA,TECNICO,3.52829,-76.29448,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,21,MASCULINO,LESIONADO,PALMIRA,MOTO,BAJAJ,CALI,PARTICULAR,NO APLICA
HERIDOS,01/18/2022 12:00:00 AM,"2,022",1899-12-31T14:00:00.000,TARDE,MARTES,URIBE,CALLE 32 CARRERA 23,URBANA,TECNICO,3.52829,-76.29448,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,66,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA
HERIDOS,01/18/2022 12:00:00 AM,"2,022",1899-12-31T14:15:00.000,TARDE,MARTES,LOS PINOS,CALLE 42 CARRERA 22,URBANA,TECNICO,3.53728,-76.29239,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,71,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA
HERIDOS,01/18/2022 12:00:00 AM,"2,022",1899-12-31T14:15:00.000,TARDE,MARTES,LOS PINOS,CALLE 42 CARRERA 22,URBANA,TECNICO,3.53728,-76.29239,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,54,MASCULINO,NO APLICA,NO APLICA,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,01/18/2022 12:00:00 AM,"2,022",1899-12-31T14:15:00.000,TARDE,MARTES,LOS PINOS,CALLE 42 CARRERA 22,URBANA,TECNICO,3.53728,-76.29239,NO MANTENER DISTANCIA SEGURIDAD,121,MOTOCICLISTA,CHOQUE,48,MASCULINO,LESIONADO,FRACTURAS,MOTO,HERO,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,01/18/2022 12:00:00 AM,"2,022",1899-12-31T16:00:00.000,TARDE,MARTES,MERCEDES,CALLE 57 CARRERA 25,URBANA,TECNICO,3.54745,-76.31003,SEMAFORO EN ROJO,142,MOTOCICLISTA,CHOQUE,43,MASCULINO,LESIONADO,PALMA,MOTO,TVS,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,01/18/2022 12:00:00 AM,"2,022",1899-12-31T16:00:00.000,TARDE,MARTES,MERCEDES,CALLE 57 CARRERA 25,URBANA,TECNICO,3.54745,-76.31003,SEMAFORO EN ROJO,142,MOTOCICLISTA,CHOQUE,26,MASCULINO,LESIONADO,PALMIRA,MOTO,BAJAJ,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,01/18/2022 12:00:00 AM,"2,022",1899-12-31T18:30:00.000,NOCHE,MARTES,COLOMBIA,CARRERA 33 CALLE 35,URBANA,TECNICO,3.53264,-76.30288,GIRAR REPENTINAMENTE,122,NO APLICA,CHOQUE,38,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,GUACARI,PARTICULAR,NO APLICA
HERIDOS,01/18/2022 12:00:00 AM,"2,022",1899-12-31T18:30:00.000,NOCHE,MARTES,COLOMBIA,CARRERA 33 CALLE 35,URBANA,TECNICO,3.53264,-76.30288,GIRAR REPENTINAMENTE,122,MOTOCICLISTA,CHOQUE,26,MASCULINO,LESIONADO,PALMIRA,MOTO,VICTORY,FLORIDA,PARTICULAR,NO APLICA
DAÑOS,01/18/2022 12:00:00 AM,"2,022",1899-12-31T22:20:00.000,NOCHE,MARTES,PRADO,CALLE 42 CARRERA 41-69,URBANA,TECNICO,3.53882,-76.31134,PERDIDA DEL CONTROL DEL VEHICULO,157,NO APLICA,CHOQUE,47,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,SUZUKI,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T07:20:00.000,MAÑANA,MIERCOLES,INDUSTRIA,CALLE 42 CARRERA 35 SUR,URBANA,TECNICO,3.53873,-76.30614,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,32,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,BOGOTA,PARTICULAR,NO APLICA
DAÑOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T07:20:00.000,MAÑANA,MIERCOLES,INDUSTRIA,CALLE 42 CARRERA 35 SUR,URBANA,TECNICO,3.53873,-76.30614,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,38,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,PASTO,PUBLICO,NO APLICA
DAÑOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T12:00:00.000,TARDE,MIERCOLES,CENTRO,CARRERA 26 CALLE 32-10,URBANA,TECNICO,3.52852,-76.29691,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,57,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,NISSAN,CALI,PARTICULAR,NO APLICA
DAÑOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T12:00:00.000,TARDE,MIERCOLES,CENTRO,CARRERA 26 CALLE 32-10,URBANA,TECNICO,3.52852,-76.29691,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,71,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T12:15:00.000,TARDE,MIERCOLES,COLOMBIA,CALLE 29 CARRERA 20-18,URBANA,TECNICO,3.52521,-76.29279,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,48,MASCULINO,NO APLICA,NO APLICA,BUS,HINO,PRADERA,PUBLICO,COODETRANS PALMIRA
DAÑOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T12:15:00.000,TARDE,MIERCOLES,COLOMBIA,CALLE 29 CARRERA 20-18,URBANA,TECNICO,3.52521,-76.29279,NO MANTENER DISTANCIA SEGURIDAD,121,NO APLICA,CHOQUE,30,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,PALMIRA,PUBLICO,FLOTA PALMIRA
DAÑOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T14:40:00.000,TARDE,MIERCOLES,ZAMORANO,DIAGONAL 65 CARRERA 28,URBANA,TECNICO,3.55226,-76.29357,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,44,MASCULINO,NO APLICA,NO APLICA,CAMION,MERCEDES BENZ,PUERTO TEJADA,PARTICULAR,NO APLICA
DAÑOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T14:40:00.000,TARDE,MIERCOLES,ZAMORANO,DIAGONAL 65 CARRERA 28,URBANA,TECNICO,3.55226,-76.29357,PONER EN MARCHA VEHICULO SIN PRECAUCION,143,NO APLICA,CHOQUE,70,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,CHEVROLET,QUINDIO CIRCASIA,PARTICULAR,NO APLICA
HERIDOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T15:50:00.000,TARDE,MIERCOLES,RIVERA ESCOBAR,CALLE 31 CARRERA 35-33,URBANA,TECNICO,3.52904,-76.30599,ADELANTAR ENTRE VEHICULOS,157,NO APLICA,CHOQUE,33,MASCULINO,NO APLICA,NO APLICA,CAMPERO,FORD,CALI,PARTICULAR,NO APLICA
HERIDOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T15:50:00.000,TARDE,MIERCOLES,RIVERA ESCOBAR,CALLE 31 CARRERA 35-33,URBANA,TECNICO,3.52904,-76.30599,ADELANTAR ENTRE VEHICULOS,157,NO APLICA,CHOQUE,47,MASCULINO,NO APLICA,NO APLICA,MOTO,JIANLING,PALMIRA,PARTICULAR,NO APLICA
HERIDOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T15:50:00.000,TARDE,MIERCOLES,RIVERA ESCOBAR,CALLE 31 CARRERA 35-33,URBANA,TECNICO,3.52904,-76.30599,ADELANTAR ENTRE VEHICULOS,157,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,71,MASCULINO,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T15:30:00.000,TARDE,MIERCOLES,URIBE,CALLE 35 CARRERA 21,URBANA,TECNICO,3.5312,-76.29244,ARRANCAR SIN PRECAUCION,145,MOTOCICLISTA,CHOQUE,49,FEMENINA,LESIONADO,PALMIRA,MOTO,VICTORY,ARMENIA,PARTICULAR,NO APLICA
HERIDOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T15:30:00.000,TARDE,MIERCOLES,URIBE,CALLE 35 CARRERA 21,URBANA,TECNICO,3.5312,-76.29244,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,50,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA
HERIDOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T15:30:00.000,TARDE,MIERCOLES,URIBE,CALLE 35 CARRERA 21,URBANA,TECNICO,3.5312,-76.29244,ARRANCAR SIN PRECAUCION,145,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,12,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
HERIDOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T17:00:00.000,TARDE,MIERCOLES,ZAMORANO,CARRERA 28 CALLE 69-67,URBANA,TECNICO,3.55574,-76.29185,GIRAR REPENTINAMENTE,122,NO APLICA,CHOQUE,54,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,SUZUKI,GIRON,PARTICULAR,NO APLICA
HERIDOS,01/19/2022 12:00:00 AM,"2,022",1899-12-31T17:00:00.000,TARDE,MIERCOLES,ZAMORANO,CARRERA 28 CALLE 69-67,URBANA,TECNICO,3.55574,-76.29185,GIRAR REPENTINAMENTE,122,MOTOCICLISTA,CHOQUE,26,MASCULINO,LESIONADO,PALMIRA,MOTO,AKT,PRADERA,PARTICULAR,NO APLICA
MUERTO,01/20/2022 12:00:00 AM,"2,022",1899-12-31T11:30:00.000,MAÑANA,JUEVES,SAN PEDRO,CALLE 37 CARRERA 15,URBANA,TECNICO,3.53313,-76.2874,ADELANTAR POR LA DERECHA,102,MOTOCICLISTA,CHOQUE,21,MASCULINO,LESIONADO,RAUL,MOTO,HONDA,BUGA,PARTICULAR,NO APLICA
MUERTO,01/20/2022 12:00:00 AM,"2,022",1899-12-31T11:30:00.000,MAÑANA,JUEVES,SAN PEDRO,CALLE 37 CARRERA 15,URBANA,TECNICO,3.53313,-76.2874,ADELANTAR POR LA DERECHA,102,MOTOCICLISTA,CHOQUE,16,MASCULINO,MUERTO,NO APLICA,MOTO,KIMCO,ENVIGADO,PARTICULAR,NO APLICA
HERIDOS,01/20/2022 12:00:00 AM,"2,022",1899-12-31T18:30:00.000,NOCHE,JUEVES,DELICIAS,CARRERA 24 CALLE 26-08,URBANA,TECNICO,3.52299,-76.29592,CRUZAR SIN OBSERVAR,409,NO APLICA,ATROPELLO,34,MASCULINO,NO APLICA,NO APLICA,CAMION,CHEVROLET,SABANETA,PARTICULAR,NO APLICA
HERIDOS,01/20/2022 12:00:00 AM,"2,022",1899-12-31T18:30:00.000,NOCHE,JUEVES,DELICIAS,CARRERA 24 CALLE 26-08,URBANA,TECNICO,3.52299,-76.29592,CRUZAR SIN OBSERVAR,409,PEATON,ATROPELLO,25,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,01/20/2022 12:00:00 AM,"2,022",1899-12-31T17:10:00.000,TARDE,JUEVES,LORETO,CALLE 37 CARRERA 35,URBANA,TECNICO,3.53489,-76.30586,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,66,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,PALMIRA,PARTICULAR,NO APLICA
DAÑOS,01/20/2022 12:00:00 AM,"2,022",1899-12-31T17:10:00.000,TARDE,JUEVES,LORETO,CALLE 37 CARRERA 35,URBANA,TECNICO,3.53489,-76.30586,ARRANCAR SIN PRECAUCION,145,NO APLICA,CHOQUE,59,MASCULINO,NO APLICA,NO APLICA,MOTOCARRO,SIGMA,PRADERA,PARTICULAR,NO APLICA
HERIDOS,01/21/2022 12:00:00 AM,"2,022",1899-12-31T07:30:00.000,MAÑANA,VIERNES,CONCORDIA,CARRERA 45 CALLE 39A,URBANA,TECNICO,3.53638,-76.31504,DESOBEDESER SEÑAL,112,MOTOCICLISTA,CHOQUE,33,FEMENINA,LESIONADO,PALMIRA,MOTO,TVS,FLORIDA,PARTICULAR,NO APLICA
HERIDOS,01/21/2022 12:00:00 AM,"2,022",1899-12-31T07:30:00.000,MAÑANA,VIERNES,CONCORDIA,CARRERA 45 CALLE 39A,URBANA,TECNICO,3.53638,-76.31504,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,65,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,RENAULT,CALI,PARTICULAR,NO APLICA
HERIDOS,01/21/2022 12:00:00 AM,"2,022",1899-12-31T07:30:00.000,MAÑANA,VIERNES,CONCORDIA,CARRERA 45 CALLE 39A,URBANA,TECNICO,3.53638,-76.31504,DESOBEDESER SEÑAL,112,ACOMPAÑANTE MOTOCICLISTA,CHOQUE,14,FEMENINA,LESIONADO,PALMIRA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA
DAÑOS,01/21/2022 12:00:00 AM,"2,022",1899-12-31T15:00:00.000,TARDE,VIERNES,PRADO,CARRERA 40 CALLE 37,URBANA,TECNICO,3.53417,-76.31022,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,56,FEMENINA,NO APLICA,NO APLICA,AUTOMOVIL,MAZDA,CALI,PARTICULAR,NO APLICA
DAÑOS,01/21/2022 12:00:00 AM,"2,022",1899-12-31T15:00:00.000,TARDE,VIERNES,PRADO,CARRERA 40 CALLE 37,URBANA,TECNICO,3.53417,-76.31022,DESOBEDESER SEÑAL,112,NO APLICA,CHOQUE,66,MASCULINO,NO APLICA,NO APLICA,MOTO,JIANLING,GUACARI,PARTICULAR,NO APLICA
DAÑOS,01/21/2022 12:00:00 AM,"2,022",1899-12-31T23:30:00.000,NOCHE,VIERNES,CUIDAD DEL CAMPO,CALLE 101 CARRERA 32,URBANA,TECNICO,3.4572,-76.46466,REVERSO IMPRUDENTE,134,NO APLICA,CHOQUE,24,MASCULINO,NO APLICA,NO APLICA,AUTOMOVIL,KIA,CALI,PARTICULAR,NO APLICA
DAÑOS,01/21/2022 12:00:00 AM,"2,022",1899-12-31T23:30:00.000,NOCHE,VIERNES,CUIDAD DEL CAMPO,CALLE 101 CARRERA 32,URBANA,TECNICO,3.4572,-76.46466,REVERSO IMPRUDENTE,134,NO APLICA,CHOQUE,19,MASCULINO,NO APLICA,NO APLICA,CAMIONETA,RENAULT,CALI,PARTICULAR,NO APLICA
