GENERO,PAÍS DE PROCEDENCIA,DEPARTAMENTO,RANGO EDAD,MOTIVO VIAJE,NOCHES,TIPO ALOJAMIENTO,GASTO TURISTICO GENERADO,MEDIO,AÑO
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,HOTEL,"400,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,RISARALDA,51-62,"VACACIONES, RECREO Y OCIO",3,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,RISARALDA,39-50,"VACACIONES, RECREO Y OCIO",3,HOTEL,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,RISARALDA,15-26,"VACACIONES, RECREO Y OCIO",3,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,51-62,"VACACIONES, RECREO Y OCIO",1,NINGUNO.,"150,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",1,NINGUNO.,"150,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,51-62,"VACACIONES, RECREO Y OCIO",1,NINGUNO.,"150,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,51-62,"VACACIONES, RECREO Y OCIO",1,NINGUNO.,"15,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,mas de 63,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,"150,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,51-62,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,"150,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,51-62,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,"150,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",3,CASA / CABAÑA DE VACACIONES / APARTAMENTO ARRENDADO,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",4,HOTEL,"700,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,27-38,"VACACIONES, RECREO Y OCIO",4,HOSTAL / ALBERGUE / REFUGIO / POSADA TURÍSTICA,"600,000","MEDIOS DE COMUNICACIÓN MASIVO, PRENSA.","2,022"
MASCULINO,COLOMBIA,TOLIMA,27-38,"VACACIONES, RECREO Y OCIO",5,HOSTAL / ALBERGUE / REFUGIO / POSADA TURÍSTICA,"800,000","MEDIOS DE COMUNICACIÓN MASIVO, PRENSA.","2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",1,HOTEL,"250,000",REDES SOCIALES,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",1,NINGUNO.,"200,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",2,HOTEL,"600,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",1,HOTEL,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",1,NINGUNO.,"250,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",3,HOSTAL / ALBERGUE / REFUGIO / POSADA TURÍSTICA,"600,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,CASA FAMILIARES / AMIGOS,"500,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",1,NINGUNO.,"250,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",3,HOTEL,"550,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",1,NINGUNO.,"200,000",YA LOS CONOCÍA,"2,022"
FEMENINO,ESTADOS UNIDOS DE AMÉRICA,SIN INFORMACION,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
MASCULINO,ESTADOS UNIDOS DE AMÉRICA,SIN INFORMACION,51-62,"VACACIONES, RECREO Y OCIO",5,CASA FAMILIARES / AMIGOS,"5,000,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",1,HOTEL,"600,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",2,HOTEL,"250,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,RISARALDA,27-38,"VACACIONES, RECREO Y OCIO",2,HOTEL,"300,000",REDES SOCIALES,"2,022"
MASCULINO,SIN INFORMACION,SIN INFORMACION,39-50,ASISTIR A EVENTOS DEPORTIVOS COMO DEPORTISTA O COMO ASISTENTE,3,HOTEL,"30,000,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
MASCULINO,VENEZUELA,SIN INFORMACION,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",2,CASA FAMILIARES / AMIGOS,0,AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,mas de 63,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,1,HOTEL,0,REDES SOCIALES,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",3,CASA FAMILIARES / AMIGOS,0,AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,39-50,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,3,CASA FAMILIARES / AMIGOS,0,AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,CAUCA,27-38,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,2,HOTEL,0,AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,39-50,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,3,HOTEL,"60,000",REDES SOCIALES,"2,022"
FEMENINO,COLOMBIA,CAUCA,27-38,"VACACIONES, RECREO Y OCIO",2,CASA FAMILIARES / AMIGOS,0,AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,27-38,"VACACIONES, RECREO Y OCIO",2,HOTEL,"100,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,39-50,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,2,HOTEL,"100,000",REDES SOCIALES,"2,022"
MASCULINO,COLOMBIA,CAUCA,15-26,"VACACIONES, RECREO Y OCIO",1,CASA FAMILIARES / AMIGOS,0,AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,39-50,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,2,HOTEL,"100,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,FRANCIA,SIN INFORMACION,39-50,ASISTIR A EVENTOS DEPORTIVOS COMO DEPORTISTA O COMO ASISTENTE,30,HOTEL,"30,000,000",GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
MASCULINO,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,VISITAR A FAMILIARES Y/O AMIGOS,3,CASA FAMILIARES / AMIGOS,"600,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,CAUCA,mas de 63,"VACACIONES, RECREO Y OCIO",0,NINGUNO.,0,AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,CAUCA,27-38,"VACACIONES, RECREO Y OCIO",0,NINGUNO.,"100,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,51-62,OTRO.,SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,ASISTIR A EVENTOS DEPORTIVOS COMO DEPORTISTA O COMO ASISTENTE,SIN INFORMACION,NINGUNO.,"80,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,mas de 63,VISITAR A FAMILIARES Y/O AMIGOS,8,CASA FAMILIARES / AMIGOS,"600,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,15-26,"VACACIONES, RECREO Y OCIO",9,HOTEL,"2,300,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,15-26,"VACACIONES, RECREO Y OCIO",1,CASA FAMILIARES / AMIGOS,0,AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,ESTADOS UNIDOS DE AMÉRICA,SIN INFORMACION,39-50,"TURISMO DE NEGOCIOS: REALIZAR INVERSIÓN, VENDER Y/O COMPRAR BIENES O PRESTAR SERVICIOS",3,HOTEL,"5,000,000","MEDIOS DE COMUNICACIÓN MASIVO, PRENSA.","2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,VISITAR A FAMILIARES Y/O AMIGOS,1,CASA FAMILIARES / AMIGOS,"100,000",YA LOS CONOCÍA,"2,022"
FEMENINO,ESTADOS UNIDOS DE AMÉRICA,SIN INFORMACION,39-50,"TURISMO DE NEGOCIOS: REALIZAR INVERSIÓN, VENDER Y/O COMPRAR BIENES O PRESTAR SERVICIOS",3,HOTEL,"6,000,000","BÚSQUEDAS, PÁGINAS Y AVISOS EN INTERNET.","2,022"
FEMENINO,ESTADOS UNIDOS DE AMÉRICA,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",2,HOTEL,"10,000,000","BÚSQUEDAS, PÁGINAS Y AVISOS EN INTERNET.","2,022"
FEMENINO,FRANCIA,SIN INFORMACION,39-50,"TURISMO DE NEGOCIOS: REALIZAR INVERSIÓN, VENDER Y/O COMPRAR BIENES O PRESTAR SERVICIOS",2,HOTEL,"8,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,SIN INFORMACION,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",4,HOTEL,"9,000,000","BÚSQUEDAS, PÁGINAS Y AVISOS EN INTERNET.","2,022"
FEMENINO,ITALIA,SIN INFORMACION,39-50,"TURISMO DE NEGOCIOS: REALIZAR INVERSIÓN, VENDER Y/O COMPRAR BIENES O PRESTAR SERVICIOS",2,HOTEL,"9,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,ECUADOR,SIN INFORMACION,39-50,"VACACIONES, RECREO Y OCIO",3,HOTEL,"3,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,27-38,"TURISMO DE NEGOCIOS: REALIZAR INVERSIÓN, VENDER Y/O COMPRAR BIENES O PRESTAR SERVICIOS",1,HOTEL,"500,000",YA LOS CONOCÍA,"2,022"
FEMENINO,ECUADOR,SIN INFORMACION,15-26,"VACACIONES, RECREO Y OCIO",2,HOTEL,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",4,HOTEL,"8,000,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,ECUADOR,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",2,HOTEL,"3,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",3,HOTEL,"600,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",3,HOTEL,"700,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",3,HOTEL,"700,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,39-50,"VACACIONES, RECREO Y OCIO",4,HOSTAL / ALBERGUE / REFUGIO / POSADA TURÍSTICA,"2,000,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,POLONIA,SIN INFORMACION,27-38,ASISTIR A EVENTOS DEPORTIVOS COMO DEPORTISTA O COMO ASISTENTE,20,HOTEL,"2,000,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,CAUCA,15-26,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,1,HOTEL,"80,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,CUNDINAMARCA,51-62,"VACACIONES, RECREO Y OCIO",2,HOTEL,0,GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
MASCULINO,ESTADOS UNIDOS DE AMÉRICA,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",6,HOTEL,"3,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,SIN INFORMACION,ASISTIR A EVENTOS DEPORTIVOS COMO DEPORTISTA O COMO ASISTENTE,SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,ANTIOQUIA,51-62,"VACACIONES, RECREO Y OCIO",4,HOSTAL / ALBERGUE / REFUGIO / POSADA TURÍSTICA,0,REDES SOCIALES,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,HOTEL,0,GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",2,HOTEL,0,REDES SOCIALES,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,27-38,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,HOTEL,0,GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,ATLÁNTICO,15-26,"VACACIONES, RECREO Y OCIO",2,HOTEL,0,REDES SOCIALES,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,51-62,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
FEMENINO,PUERTO RICO,SIN INFORMACION,51-62,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,51-62,"TURISMO DE NATURALEZA: APROVECHAMIENTO DE LA NATURALEZA, AVISTAMIENTO DE FLORA Y FAUNA.",2,CAMPING / GLAMPING,"630,000","BÚSQUEDAS, PÁGINAS Y AVISOS EN INTERNET.","2,022"
MASCULINO,COLOMBIA,CAUCA,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,ANTIOQUIA,27-38,"VACACIONES, RECREO Y OCIO",3,HOTEL,0,GUÍAS TURÍSTICAS Y MEDIOS ESPECIALIZADOS EN TURISMO.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,"300,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,39-50,"VACACIONES, RECREO Y OCIO",2,HOTEL,0,REDES SOCIALES,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,"80,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,ANTIOQUIA,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,"150,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOLÍVAR,mas de 63,"VACACIONES, RECREO Y OCIO",16,HOTEL,0,"BÚSQUEDAS, PÁGINAS Y AVISOS EN INTERNET.","2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,NINGUNO.,"170,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CUNDINAMARCA,27-38,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,2,CAMPING / GLAMPING,"1,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",1,HOTEL,"50,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,NARIÑO,mas de 63,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,2,HOTEL,"1,000,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,15-26,"VACACIONES, RECREO Y OCIO",2,HOTEL,"100,000",REDES SOCIALES,"2,022"
MASCULINO,COLOMBIA,CALDAS,27-38,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,1,HOTEL,"50,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,NARIÑO,27-38,VISITAR A FAMILIARES Y/O AMIGOS,5,CASA FAMILIARES / AMIGOS,"1,000,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,RISARALDA,mas de 63,OTRO.,5,HOSTAL / ALBERGUE / REFUGIO / POSADA TURÍSTICA,"500,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,VISITAR A FAMILIARES Y/O AMIGOS,2,CASA FAMILIARES / AMIGOS,"200,000",YA LOS CONOCÍA,"2,022"
FEMENINO,GUAYANA FRANCESA,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",4,HOTEL,"1,000,000","MEDIOS DE COMUNICACIÓN MASIVO, PRENSA.","2,022"
MASCULINO,GUAYANA FRANCESA,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",4,HOTEL,"1,000,000","MEDIOS DE COMUNICACIÓN MASIVO, PRENSA.","2,022"
MASCULINO,GUAYANA FRANCESA,SIN INFORMACION,27-38,"VACACIONES, RECREO Y OCIO",4,HOTEL,"1,000,000","MEDIOS DE COMUNICACIÓN MASIVO, PRENSA.","2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,39-50,"VACACIONES, RECREO Y OCIO",3,HOTEL,"700,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",3,HOTEL,"650,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,27-38,"VACACIONES, RECREO Y OCIO",3,HOTEL,"500,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,mas de 63,"VACACIONES, RECREO Y OCIO",3,HOTEL,"650,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,39-50,"VACACIONES, RECREO Y OCIO",2,HOTEL,"1,000,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,15-26,"VACACIONES, RECREO Y OCIO",3,HOTEL,"650,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,27-38,"VACACIONES, RECREO Y OCIO",3,HOTEL,"650,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,39-50,VISITAR A FAMILIARES Y/O AMIGOS,5,CASA FAMILIARES / AMIGOS,"1,000,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,CAUCA,39-50,VISITAR A FAMILIARES Y/O AMIGOS,2,CASA FAMILIARES / AMIGOS,"600,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOLÍVAR,39-50,"VACACIONES, RECREO Y OCIO",3,CASA FAMILIARES / AMIGOS,"1,500,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",6,CASA FAMILIARES / AMIGOS,"700,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,RISARALDA,SIN INFORMACION,VISITAR A FAMILIARES Y/O AMIGOS,5,CASA FAMILIARES / AMIGOS,"800,000",YA LOS CONOCÍA,"2,022"
FEMENINO,SIN INFORMACION,SIN INFORMACION,SIN INFORMACION,VISITAR A FAMILIARES Y/O AMIGOS,6,SIN INFORMACION,0,AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,HOTEL,"650,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",2,HOTEL,"650,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,RISARALDA,27-38,"VACACIONES, RECREO Y OCIO",2,HOTEL,"400,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,QUINDÍO,15-26,"VACACIONES, RECREO Y OCIO",2,HOSTAL / ALBERGUE / REFUGIO / POSADA TURÍSTICA,"700,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,51-62,"VACACIONES, RECREO Y OCIO",1,HOTEL,"400,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",3,HOTEL,"800,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,39-50,"VACACIONES, RECREO Y OCIO",2,HOTEL,"900,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,TOLIMA,39-50,"VACACIONES, RECREO Y OCIO",2,HOTEL,"700,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",2,HOTEL,"800,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,RISARALDA,39-50,"VACACIONES, RECREO Y OCIO",2,HOTEL,"600,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",2,HOTEL,"400,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",2,HOTEL,"500,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",1,HOTEL,"250,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",1,CASA FAMILIARES / AMIGOS,"300,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,15-26,"VACACIONES, RECREO Y OCIO",2,HOTEL,"260,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,SIN INFORMACION,"VACACIONES, RECREO Y OCIO",SIN INFORMACION,CASA FAMILIARES / AMIGOS,"150,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",0,NINGUNO.,"100,000",REDES SOCIALES,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",0,NINGUNO.,"1,400,000",YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,BOGOTÁ D. C.,27-38,"VACACIONES, RECREO Y OCIO",2,HOTEL,"1,200,000",REDES SOCIALES,"2,022"
MASCULINO,COLOMBIA,BOGOTÁ D. C.,27-38,VISITAR A FAMILIARES Y/O AMIGOS,3,CASA FAMILIARES / AMIGOS,"1,500,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,mas de 63,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,1,HOTEL,"150,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,27-38,"VACACIONES, RECREO Y OCIO",0,NINGUNO.,"250,000",AMIGOS Y/O FAMILIARES.,"2,022"
MASCULINO,COLOMBIA,VALLE DEL CAUCA,mas de 63,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,1,HOTEL,"150,000",YA LOS CONOCÍA,"2,022"
MASCULINO,COLOMBIA,CAUCA,27-38,TURISMO ESPIRITUAL: ACTIVIDADES RELIGIOSAS Y ESPIRITUALES,2,HOTEL,"300,000",AMIGOS Y/O FAMILIARES.,"2,022"
FEMENINO,COLOMBIA,VALLE DEL CAUCA,39-50,"VACACIONES, RECREO Y OCIO",3,HOTEL,0,YA LOS CONOCÍA,"2,022"
FEMENINO,COLOMBIA,CAUCA,15-26,"VACACIONES, RECREO Y OCIO",1,HOTEL,0,AMIGOS Y/O FAMILIARES.,"2,022"
